question,gemma3_reply
Kuwan soo socda kee baa xawaarihiisu uu ka dheereeya kuwii ka horreeyay?,"The correct answer is **A: 802.11n**.

The passage explicitly states: ""Xawaaraha 802.11n ayaa si weyn uuga dheereya midkii ka horeeye oo lahaa ugu badnaan soo saarid 600Mbit/s gabi ahaanba."" (The speed of 802.11n is significantly greater than previous ones, which had a maximum output of 600 Mbit/s overall.)
"
Maxaa lagama maarmaan u ah 802.11n si uu u noqdo mid waafaqsan kuwii ka horeeyay 802.11b?,"The correct answer is **D: raadyo laba jibbaaran**.

Here's why:

* **The passage states:** ""Tani ayaa u ogolaanayso inay si gadaal gadaal ula waafaqdo 802.11a, 802.11b iyo 802.11g, shardiga oo keliga ah in xaruunta aasaasiga ay leedahay labo raadiyo."" This translates to: ""This allows it to backward-be compatible with 802.11a, 802.11b and 802.11g, provided the base station has two radios.""

This means a key requirement for 802.11n to be backward compatible with older standards like 802.11b is that the device (usually the base station) *needs two radios* to operate on both 2.4 GHz and potentially other frequencies used by the older standards.

Let's look at why the other options are incorrect:

* **A: Xawaare aad u dheereeya (Higher data rates):** While 802.11n *does* have higher data rates, this isn't the primary requirement for backward compatibility. Older standards like 802.11b have lower data rates.
* **B: Awoodda 802.11b uu u leeyahay inuu ku shaqeeyo 5.0Ghz (The ability of 802.11b to operate on 5.0 GHz):** 802.11b operates on the 2.4 GHz band, not 5.0 GHz.
* **C: Xawaare-qaad ee 600 Mbps (600 Mbps data rate):**  600 Mbps is the data rate of 802.11n, not a requirement for backward compatibility with 802.11b.



Therefore, the presence of *two radios* is the crucial factor enabling backward compatibility with older standards in 802.11n.
"
Immisa munaasabadood ayaa loo qorsheeyay in ku guulaystaha billada dahabka Olombikada uu ku dabaasho ciyaaraha Barwaaqo-sooranka?,"The correct answer is **A: Shan**.

The text explicitly states that the gold medalists were expected to participate in swimming events, specifically mentioning ""three relays of the aquatics freestyle"" but also the ""100m and 200m sprints."" This means a total of 3 (relays) + 2 (sprints) = 5 events.
"
Maxay buu ku guulaystaha billada dahabka ah ee Olimbikada uu xanuunkiisa daawo ugu qaadan waayay?,"The correct answer is **C: Asaga ayaa ka walwalsanaa in ay si xun u saameyn doonto fayoqabkiisa (He was worried it would negatively affect his performance).**

Here's why:

The passage states he *couldn't take the medication* because it was banned in his sport. The reason he couldn't take it wasn't because he wasn't in pain (Option A is incorrect). It was because he was afraid the medication would impact his performance (Option C). Option B is irrelevant, and Option D is too vague.

Therefore, option C accurately reflects the reason he didn't take the necessary medication.
"
"Sida ku xusan qoraalka, maxaa keeni kara jahawareer ku saabsan dhaqdhaqaaqa dhulgariirka?","The correct answer is **A: Jiritaanka daruuro madow**.

The text states: ""Daruur madoow oo aan la xiriir wax foolkaane ah ayaa laga soo sheegay buurta salkeeda. Daruuruhu waxa ay suurto geliyen jahwareerka hawada in qarax folkaano rasmi ah dhacay iyo in kale."" This directly links the presence of the dark auroras to the possibility of air disturbances and confusion regarding a volcanic eruption.
"
"Sida ku xusan qoraalka, goorma ayuu isbeddel marxaladeed dhaca?","The correct answer is **C: 10-kii Maarso**.

The passage explicitly states: ""Muhiimada dhacdooyinka dhul gariirka waxay sababan dhulka isbeddel sida kan dhacay Maarso 10 keeda dhanka waqooyi bari fulkanaha..."" (The importance of the seismic events caused ground changes such as the one that occurred on March 10th in the northeast flank of the volcano...).
"
Midkeebaan weedhahan soo socda ee ku saabsan baaritaanka dayaxa ee Chandrayaan-1 baan run ahayn?,"The incorrect statement about the Chandrayaan-1 mission is:

**A: Samo-wareegaha kiciyay dayax-gacmeedka yari wuxuu lahaa shaqaale (The spacecraft that launched the lunar probe had staff.)**

Here's why:

*   The question is about the Chandrayaan-1 *lunar probe* itself. While there were undoubtedly teams of engineers and scientists involved in the *development* and *launch* of Chandrayaan-1, the probe itself didn't have ""staff"" in the traditional sense of people on board. It was an automated spacecraft.

Let's look at why the other options are correct based on the provided text:

*   **B: Dayax gacmeedka yari wuxuu ka koobnaa qalabyo muhiim ah (The lunar probe consisted of important instruments):** The text explicitly states, ""Marka laga tago inuu siday saddex qalab oo saynis oo muhiim ah..."" (Apart from carrying three important scientific instruments...).
*   **C: Diridda dayax gacmeedka yari waxay ahayd mid guuleystay (The lunar probe's launch was successful):** The text says, ""...waxaanu si guul leh u fariistay meel u dhow cidhifka koonfureed ee dayaxa."" (...we successfully launched it near the southern pole of the moon.).
*   **D: Dayax gacmeedka yari wuxuu lahaa dhinacyo midabaysan (The lunar probe had colored sides):**  The text mentions, ""...calanka qaranka Hindiya, oo dhinac kasta ku rinjisan."" (...the Indian national flag, colored on every side.).



Therefore, the answer is **A**."
Keebaa weedhahan soo socda si sax ah u qeexaya baaritaanka dayax gacmeedka yar?,"The correct answer is **B: Soo degitaankeedii shileed wuxuu ahaa guul**.

Here's why:

* The passage states: ""...waxaanu si guul leh u fariistay meel u dhow cidhifka koonfureed ee dayaxa."" This directly translates to "" ...we successfully landed near the southern rim of the moon.""
* Option B reflects this successful landing.

Let's look at why the other options are incorrect:

* **A: Waxay ku degtay meel u dhow cirifka woqooyi ee Dayaxa** - The passage explicitly states it landed near the *southern* rim.
* **C: Waxaa laga dhex saaray dayax gacmeedka wayn** - The passage describes Chandrayaan as a *dayax gacmeed yar* (small lunar rover).
* **D: Waxay waday labo qalab oo aad u muhiim ah** - The passage mentions it carried *three* important scientific instruments.



"
"Iyada oo lagu salaynayo qoraalka, halbeegee ka hortagga cudur ayaa la hirgelin doonaa ugu dambeyn?","The correct answer is **C: Tallaalka encephalitis**.

The text explicitly states: ""Dhawr milyan weel oo talaalka encephalitis ayee ballan qaaday dawladda..."" (The government has promised several million doses of encephalitis vaccine...). This indicates that the vaccination is the planned method for preventing the disease. While other measures like anti-venom and mosquito nets are mentioned, the vaccine is the primary preventative measure being deployed.
"
Sidee buu cudurku uugu gudbaa dadka?,"The correct answer is **A: Kaneecada**.

The text states: ""Cudurka waxaa qaada doofaarka, kaas oo markaas u gudbiyo aadanaha asagoo u sii marinayo kaneecada."" (The disease is contracted from ticks, which then transmits it to humans by passing through ticks.)
"
Fashilanka jumlada labaad maxay noqon kartaa natiijada?,"The correct answer is **B: Xuquuqda mustaqbalka ee ururada rayidka ah ee guurka-isku-jinsiga ah**

Here's why:

The text states that the failure of the second attempt to ban same-sex marriage ""could open the door to legal same-sex marriages in the future.""  The question asks what the *failure* of the second attempt might lead to.  The most logical consequence of opening the door to legal same-sex marriage would be the advancement of rights for LGBTQ+ organizations.

Let's look at why the other options are less likely:

*   **A: Dib u eegis degdeg ah oo HJR-3:** The text says HJR-3 will be reviewed during the next election cycle, not immediately after the failure.
*   **C: Fadhi sharci dejineed oo deg-deg ah:**  While possible, the text doesn't suggest the failure *automatically* triggers an emergency legislative session.
*   **D: Mamnuucidda ururada rayidk ah ee guurka-isku-jinsiga ah:** The text indicates the opposite is more likely - the failure could *enable* these organizations.



"
"Sida ku xusan qoraalka, goorma ayaa jumlada labaad la masaxay?","The correct answer is **A: Inta lagu jiray fadhigii sharci dejineed**.

The text states: ""Fadhiga sharci dejinta ayaa isbeddel sameeyay ka dib markii xukunkii labaad ay ugu horreyntii masaxeen Golaha Shacabku..."" This indicates the second sentence was removed *during* the legislative session.
"
"""Yaa si qarsoodiya loogu siidaayay """"Waraaqaha Panama""""?""","The correct answer is **A: Shirkadda Mossack Fonseca**.

The text states: ""Dukumeentiyadu waxay tusinayaan in afar iyo toban bangi ka caawiyeen macaamiil qani ah qarsashada balaayin doolarka Maraykanka ah si ay uga baxsadaan cashuurta iyo shuruuco kale. Dukumeentiyadu waxay ka yimaadeen shirkad sharciyeeda Reer Baanama Mossack Fonseca..."" This clearly indicates that Mossack Fonseca is the source of the ""Panama Papers.""
"
"Sida ku xusan qoraalka, yaa ay ku andacoonaysa saxaafadda Ingiriisku in uu maamulayay shirkado badan oo loo isticmaali jiray in lagu qariyo hantida?","The correct answer is **C: Bangiga Deutsche**.

The text states: ""Jariiradda Ingiriiska ee The Guardian ayaa soo jeedisay in Bangiga Deutsche uu maamulo ku dhowaad saddex meelood meel shirkadaha beenta ah ee tan lagu gaadhay."" (The English newspaper The Guardian has suggested that Deutsche Bank managed nearly three-quarters of the shell companies involved.)
"
Shilalkan diyaaradeed midkee ayaa lahaa dhimashadii ugu badnayd?,"The correct answer is **C: Diyaaradda ayaa ku burburtay xilli ay kusii jeedday dalka Armenia kuna sii jeeday dalka Iran**.

The passage states: ""Isla bishaas ayee aheed markii diyaarad u socotay Armenia dib u soo noqotay kuna dhex socotay darbi, taaso dishay toban iyo todobo."" This translates to ""At the same time, a plane traveling to Armenia turned back and crashed into a barrier, killing seventeen.""  This is the incident with the highest death toll mentioned in the text.
"
Kuwaan soo socda keebaan sabab u ahayn shilalka badan ee diyaaradeed ee ka dhaca Iran?,"The best answer is **C: Cunaqabataynada ayaa ka hor istaagaysa iibsashada diyaaradaha cusub.**

Here's why:

* **The text explicitly states:** ""Cunaqabateynta caalamiga waxa ay ka dhigneyd in diyaarad cusub lasoo gadan karin."" (International sanctions made it impossible to acquire new planes.)
* **The other options are related but not the *primary* reason highlighted in the text:**
    * A: While the text mentions both civilian and military planes, the core issue is the inability to *replace* planes due to sanctions.
    * B:  The text doesn't directly say there's a lack of budget, it says sanctions prevent purchasing.
    * D:  While poor maintenance is mentioned, the sanctions are presented as the main obstacle preventing the acquisition of *new* planes.

Therefore, the sanctions are directly linked to the repeated accidents because they prevent Iran from modernizing its fleet."
Kee baa kuwan soo socda aan lagu darin warbixinta ka soo baxday Kooxda Daraasaadka Ciraaq?,"The correct answer is **B: Baaq ah in isbedellada qaarkiis, rabshadaha sii kordhaya ee Ciraaq lagaga fogaan karo.**

Here's why:

* The text explicitly states the report **""si wayn ayay u dhaleecaynaysaa qayb kasta oo ka mida siyaasadda hadda ee Fulinta ee ku aaddan Ciraaq waxayna si adag ugu talinaysa in si degdeg ah wax loo beddelo.""** This directly addresses the need for changes to avoid further unrest.

Let's look at why the other options are incorrect:

* **A: Dhaleecaynta siyaasadda hadda ka jirta:** The text confirms this is present.
* **C: Talooyin ah in lasugo xuduudaha Ciraaq:** While this is *one* of the 78 recommendations, the question asks what is *missing*. The report *does* contain recommendations about the borders.
* **D: Codsi ku saabsan waafaqida Maraykanka:** This is present in the report's call for a diplomatic approach and a call for US agreement.



"
Kuwan soo socda midkee ka mid ah oo aysan ku boorrin kooxda daraasaadka Ciraaq warbixintooda?,"The correct answer is **A: In lagu dhawaaqo dammaanad lagu joojinayo rabshadaha sii kordhaya.**

Here's why:

* The report explicitly states that ""no one can dare to assume that any step taken at this time can stop the war, the growing unrest, or the turmoil in the country."" This directly contradicts the idea of a ceasefire being possible.
* The report *does* call for a diplomatic strategy, a re-evaluation of current policies, and the establishment of new diplomatic ties.
* The report *does* advocate for open dialogue.

Therefore, calling for a ceasefire is the *opposite* of what the report suggests.



"
"Sida laga soo xigtay booliska, yaa loo tixgelinayay inuu ahaa kaaliyaha Provenzano?","The correct answer is **B: Lo Piccolo**.

The text explicitly states: ""Booliisku waxay sheegeen in Lo Piccolo gacan sarreeyay maadaama uu ahaa gacanta midig ee Provenzano..."" which translates to ""The police stated that Lo Piccolo was Provenzano's right-hand man...""
"
"Iyada oo lagu salaynayo macluumaadka lagu xusay qoraalka, maxaa sababay dhimashada Falcone?","The correct answer is **A: Waxa lagu dilay dagaalkii Riina ka socday.**

Here's why:

The text states: ""Madaxda uu xukumi jiray Provenzano marka uu joojinayay dagaalki Riina ee looga soo horjeday gobolada dilay dadkii u doodi jirki Mafiyada Giovanni Falcone iyo Paolo Borsellino sanadka markuu ahaa 1992.""

This directly links the deaths of Falcone and Borsellino to the Riina war and the conflicts surrounding it. The other options are not supported by the provided text.
"
Midkee kuwaan soo socda aanan ahayn abaalmarinihii Hitoshi Saito?,"The correct answer is **A: Laba jeer Koobka Adduunka ku guulaystay**.

Here's why:

* The text states Saito was a former World Champion and Olympic gold medalist.
* It also mentions he was the president of the Judo Federation of Japan.
* The text explicitly says he won two Olympic gold medals.
* **However, it *doesn't* mention him winning the World Cup twice.**

Therefore, the statement that he won the World Cup twice is not supported by the provided text.
"
Halkee ayuu Iwasaki naftiisa ku awooday inuu iska ilaaliyo inuu nidar galo?,"The correct answer is **C: Hindiya**.

The passage states Iwasaki was ""guur kaga baxsaday Nepal waana lagu xiray Hindiya"" which translates to ""he fled Nepal and was imprisoned in India."" This indicates he was in India when he was prevented from sleeping.
"
Yaa soo weeraray Iwasaki?,"The correct answer is **C: Ey**.

The passage states: ""waxa eey cudur qaba ayaa ku weeraray Tibet"" which translates to ""a sick wolf attacked him in Tibet.""
"
Halee ayuu Alonso ku dhameeyay tartankiisii?,"The correct answer is **A: Kadib markii Schumacher uu ka waxyeelleeyay afka hore ee lugta**.

The text states: ""Fernando Alonso ayaa hogaaminaye tartamada intooda badan, laakin waxa uu ku dhameeye wax yar un kadib, malaha lug horaa si xun ugu xirneed.""  This translates to: ""Fernando Alonso was leading most of the race, but he finished shortly after, perhaps because he badly twisted his ankle.""

While Michael Schumacher's issue is mentioned, it's not directly related to Alonso's retirement.  Therefore, option A is the only one supported by the provided text.
"
Maxaa sababay in Schumacher dhameeyo tartankiisa xilli hore?,"The correct answer is **D: Waxyeellada soo gaartay laalka gaariga (Damage to the car's suspension)**.

The text explicitly states: ""Michael Schumacher wuxuu dhammeeyay tartankiisii ​​wakhti aan dheerayn Alonso kadib, sababtuna tahay biraha shaagaga ayaa cillad ku timi intii uu socday tartanku."" This translates to: ""Michael Schumacher finished his race shortly after Alonso, the reason being that there was a problem with the suspension during the race.""
"
"Sida ku xusan mariska, yay ahayd shaqadiisa inuu u jaangooyo kafaala qaadida dadka xiran?","The correct answer is **B: Garsoore Glynn**.

The passage states: ""Abril sannadkan, xarunta ku soo riday Xaakim Glyne si uu dhaqan geliyo sii daynta kuwii la haystay in ka badan 24 saacadood ka dib markii la qabtay ee aanay dacwadooda dhegaysanin maxkamadi."" This directly indicates that Judge Glynn issued the order for the release of prisoners.
"
"Marka loo eego amarka xannibaadda ku-meel-gaarka ah ee lagu sheegay mariska, maxaa loo oggol yahay dadka la soo xiray si loogu sii hayo in ka badan 24 saacadood?","The correct answer is **C: Eedaha rasmiga ah ee uu soo saaray Garsoore Glynn**.

Here's why:

The passage states: ""Abril sannadkan, xarunta ku soo riday Xaakim Glyne si uu dhaqan geliyo sii daynta kuwii la haystay in ka badan 24 saacadood ka dib markii la qabtay ee aanay dacwadooda dhegaysanin maxkamadi. Gudoomiyaha ayaa qoondeeyo damiinashada, hadii la ogolaado, wuxuu na rasmi ka dhigaa dacwada uu ku soo qortay saraakiilka soo xiray shakhsiga.""

This means that for a detention to exceed 24 hours, a formal charge must be issued by Judge Glynn. Options A, B, and D are not the primary requirements for extending the detention under this specific order.



"
"Sida ku muuqata ama ku cad tuduca, sababtee loo isticmaali waayay in lagu sharaxo tartanka la joojiyay?","The correct answer is **D: Madmadowga dastuuriga ah (Constitutional deadlock)**.

Here's why:

* The text explicitly states that diplomats lack sufficient confidence in Afghanistan's constitution and that the decision to halt the final round of elections is due to this lack of confidence. This points directly to a constitutional deadlock.
* While security concerns (A) and high costs (C) are mentioned as reasons for the election delays in general, the *reason for halting the final round specifically* is the uncertainty surrounding the constitution.
* The text mentions the ""constitutional deadlock"" (D) as the reason the final round of elections is being cancelled, directly addressing the question.



"
Waa maxay sababta dibloomasiyiintu aay ugu dambayntii u qaateen tartanka in uu yahay mid aan loo baahnayn?,"The correct answer is **C: Waxaa jiray mugdiyo badan oo kajira xaga dastuurka (There was significant uncertainty regarding the constitution).**

Here's why:

* The text explicitly states: ""Diblomaasiyiinta ayaa sheegay inay heleen hubniin la’aan ku filan dastuurka Afghanistan oo ay ku go’aamiyaan ku celinta marxaladda ugu dambeysay ee doorashadda in loo baahneen."" This translates to ""Diplomats said they had sufficient uncertainty regarding the Afghan constitution and decided to reinstate the final stage of the election.""  This uncertainty about the constitution is the key reason for their hesitation.

Let's look at why the other options are incorrect:

* **A: Waxay ka hortimid dastuurka (They opposed the constitution):** The text doesn't say they *opposed* the constitution; they were uncertain about it.
* **B: Waxaa jiray khataro dhanka ammaanka ah (There were security risks):** While the passage mentions the costs and risks of elections, the uncertainty of the constitution is presented as the primary driver for the diplomats' decision.
* **D: Doorashada ayaa ahayd mid aad qaali u ah (The election was very expensive):**  The text mentions costs, but again, the constitutional uncertainty is the main reason they are questioning the election's necessity.



"
Yaa bixiyaa adeegyada garsoorka FATA?,"The correct answer is **B: Wakiilada Siyaasada**.

The text explicitly states: ""Wakiiladaasi waxay ka masuul yihiin bixinta adeegyada sharciyeed ee dawladda ee ku yaal Xeerka 247 ee Dastuurka Bakistaan."" (These representatives are responsible for providing governmental legal services as outlined in Law 247 of the Constitution of Pakistan.)
"
"""Keebaa weedhahan soo socda ee ku saabsan """"Wakiilada Siyaasadeed"""" ee FATA aan run ahayn?""","The correct answer is **A: Waxay bixiyaan adeegyada garsoorka (They provide paramilitary services)**.

Here's why:

The passage states that the ""Wakiilada Siyaasadeed"" (Political Agents) were appointed by the President of Pakistan to administer FATA (Federally Administered Tribal Areas) and essentially had significant autonomy.  The passage also explicitly mentions they are responsible for providing *legal* governmental services under Law 247 of the Constitution.

Option A, ""Waxay bixiyaan adeegyada garsoorka"" (They provide paramilitary services), is the incorrect answer. The passage describes a role focused on legal and governmental services, *not* military or paramilitary duties.  The other options are supported by the passage:

* **B: Iyaga waxaa soo xushay madaxweynaha Pakistan (They were appointed by the President of Pakistan)** - This is directly stated in the passage.
* **C: Waxay u hoggaansameen dastuurka Pakistan (They adhered to the Constitution of Pakistan)** - The passage mentions they operate under Law 247 of the Constitution, implying adherence.
* **D: Waxay si buuxda gacanta ugu hayaan goobaha qaarkood (They fully controlled certain areas)** - The passage states they had near-complete autonomy, meaning they controlled areas effectively.



Therefore, the statement that ""Waxay bixiyaan adeegyada garsoorka"" (They provide paramilitary services) is the one that is *not* accurate based on the provided text.
"
Abaalmarintee ayay Emma Stone loo magacaabay?,"The correct answer is **C: Atariishada ugu Fiican**

The passage states that Ryan Gosling and Emma Stone are being nominated for ""Jilaaga iyo Jilaayadda ugu fiican siday u kala horeeyaan,"" which translates to ""Best Actress and Best Actor.""  Therefore, Emma Stone is nominated for Best Actress.
"
Abaalmarintee ayaan filimkaas aan loo magacaabin?,"The correct answer is **D: Heesta asalka ah ee ugu Fiican**.

The text states: ""Laba heesoo oo laga keenay filimka, Audition (Doqomada Riyooda) iyo Magaalada Xiddigaha, ayaa helay inay u tartamaan heesta asalka ah ee ugu wacan."" (Two songs from the film, ""Audition (The Artist's Choice)"" and ""City of Stars,"" have been selected to compete for Best Original Song.)



"
Kuwan soo socda kee baa sii shaqaynayay dhulgariirkii ka dib?,"The correct answer is **D: Xarunta warshada korontada kaso saarto tamarta aasaasiga ah ee ku taalo Niigata**.

Here's why:

* The text explicitly states: ""NHK ayaa sidoo kale sheegtay in warshadda quwadda nukliyeerka Kashiwazaki Kariwa ee ku taalo Niigata ay si caadi ah u shaqaynaysay."" (NHK also reported that the Kashiwazaki Kariwa nuclear power plant in Niigata was operating normally.)

Let's look at why the other options are incorrect:

* **A: Dhamaan fal-galayaasha warshada tamarta Shika ee Hokuriku** - The text doesn't mention the Hokuriku Electric Power Co. or the Shika power plant.
* **B: Garoonka diyaaradaha ku yaalo Ishikawa** - The text says ""Madaarka Noto ee Ishikawa isna waa xiran yahay"" (Noto Airport in Ishikawa is still closed).
* **C: Dhamaan adeega jidka tareenka** - The text states ""adeega tareenada ayaa meelaha wax ka dhaceen kala go'ay"" (train service was suspended in some areas).



"
"Sida ku muuqata ama ku cad tuduca, kuwan soo socda kee baa ayuu waxyeello u geystay dhulgariirku?","The correct answer is **C: Wadooyinka qaar**.

Here's why:

* The text explicitly states: ""Waddooyinka qaar baa dhaawacmay..."" (Some roads were damaged...)

Let's look at why the other options are incorrect:

* **A: Guryaha qaar (Some homes):** The text mentions 9400 homes were without water and nearly 100 without electricity, but doesn't explicitly say the homes themselves suffered damage.
* **B: Laba fal-gale oo laga isticmaalo warshada tamarta Shika (Two reactors used at Kashiwazaki Kariwa power plant):** The text says reactors 1 and 2 were shut down, but doesn't state they were damaged by the earthquake.
* **D: Garoonka diyaaradaha ee Noto (Noto Airport):** The text states Noto Airport is *still* closed, implying it was affected, but doesn't say the earthquake *caused* the damage. It just indicates a consequence.



Therefore, **C** is the only option directly supported by the text."
"Sida ku muuqata ama ku cad tuduca, Arrimaha soo socda keebaa aan lagu darin dukumeentiga?","The correct answer is **A: Mustaqbalka Jerusalem**.

Here's why:

* The document explicitly mentions the border dispute and the presence of Israeli forces in the Jordan Valley. 
* While the document mentions the 1967 war as the context for the border dispute, it doesn't detail the reasons *why* the war happened.
* The document mentions the differing claims over the Jordan Valley and Jerusalem's holy status, but doesn't delve into the future of Jerusalem itself. 

Therefore, the document does not address the future of Jerusalem."
Midkee ka mid ah kuwan soo socda oo aan ka mid ahayn dalabaadka aay doonayso Falastiin?,"The correct answer is **D: Shan sano oo ciidan uu ku sugnaanayo dooxada ama toga Jordan.**

Here's why:

* **The question asks what Palestine *doesn't* want.** The passage states that the PA and Israel *agreed* on Israel's military presence for *five years* if a peace agreement is signed. This directly contradicts option D, which states that Palestine wants a five-year military presence.
* **Options A, B, and C are all stated as Palestinian demands in the passage.** They desire pre-1967 borders, oppose Israeli military presence in the Jordan Valley, and seek a resolution regarding Jerusalem's future.



Therefore, option D is the only option that doesn't align with what the passage describes as a Palestinian position."
Dalkee ayay Ma uu ku baratay cilmiga sharciga?,"The correct answer is **A: Maraykanka**.

The text states: ""Ma waxa uu dhigtay Jaamacada New York **iyo Dugsiga Sharciga ee Harvard** marna waa..."" (Ma studied at New York University and Harvard Law School...). Harvard Law School is in the United States.
"
"Sida ku muuqata ama ku cad tuduca, wadankee u gargaaray u doodista guusha doorashada Ma?","The correct answer is **A: Maraykanka**.

The text states that Ma ""waxa uu lahaa kaarka degganaasha rasmiga ee Mareykanka """"green card""""."" (he had an official US residence card/green card). This indicates that the United States provided him with a green card, which is a form of immigration permission. The text also mentions he ""waxa uu wafaqay inta lagu guda jirey doorashada"" (he agreed during the election), which implies the US played a role in facilitating his participation.
"
"Sida ku xusan tuduca, yuu Carolyn Wilson u shaqeeyay ka hor inta uusan magaalada kuusan ka tagin?","The correct answer is **C: OHA**.

The passage states: ""Markay kireystayaasha isu sheegeen waxa ku dhacay, badi qoysaska ku dhex jiray arrinta ayaa isla markii fahmay in Carolyn Wilson ee shirkadda OHA ay dhacday lacagtii dhigashada, ka dib na magaalada ka baxsatay."" This directly indicates that Carolyn Wilson worked for OHA (Office of Housing and Community Development).
"
"Iyadoo afar tartan ay ka harsan yihiin xilli ciyaareedka, yaa ku jira kaalinta afraad ee Horyaalka Darawallada?","The correct answer is **D: Bowyer**.

The text states: ""Kaalinta saddexaad, Hamlin ayaa labaatan dhibcood danbeeya, balse shan ka horeeya Bowyer."" This means Bowyer is in fourth place.
"
"Ayada oo la raacaayo tartanka lagu sheegay ama lagu xusay tuduca, imisa dhibcood ayuu Kahne ka leeyahay ama uu ka helay Horyaalka Darawaliinta?","The correct answer is **A: 2220**.

The text states: ""Kahne iyo Truex, Jr. iyana waxay ku jiraan kaalinta shanaad iyo lixaad siday u kala horeeyaan iyagoo kala wata 2,220 iyo 2,207 dhibcood."" This directly indicates that Kahne has 2,220 points.
"
"Sida ku muuqata ama ku cad tuduca, Immisa jeer ayay dadku arkeen saadaasha hawada soo dhacaysa taas oo markii dambe caddaynaysa inay asal ahaan ka soo jeedaan Martian?","The correct answer is **B: Shan jeer**.

The first sentence of the passage states: ""Waxa la rumaysan yahay inay tani tahay markii shanaad ee dadku arkaan shay kiimiko ahaan loo xaqiijiyay inuu Maaras ka yimi oo Dhulka ku soo dhacay.""  (It is believed that this is the fifth time people have seen an object chemically confirmed to be of Martian origin and fallen to Earth.)
"
"Sida ku xusan tuduca, maxaa run ah arinta ku saabsan dhagaxyada la ogaaday in ay asal ahaan yihiin Mariyaan?","The correct answer is **D: Waxaa jira 34 oo iyaga ka mid ah**.

The passage explicitly states: ""Ku dhawaad 24,000 cirjiidheed ee la og yahay inay ku soo dhaceen Dhulka, keliya ilaa 34 ayaa la caddeeyay inay ka yimaadeen maaris."" (Nearly 24,000 meteorites are known to have fallen on Earth, only about 34 of which have been proven to be of Martian origin.)
"
Goorma ayuu Schumacher shaqada ka fadhiistay?,"The correct answer is **A: Kadib shilkii Felipe Massa**.

The text states that Schumacher was supposed to replace Felipe Massa *because* of Massa's injury.  The injury happened in 2009, and the text specifies Schumacher was considered for the role *after* the accident. While Schumacher had already won seven championships, the text directly links the opportunity to replace Massa to the accident.
"
Goorma ayuu Massa dhaawacmay?,"The correct answer is **A: Inta lagu jiray tartanka Grand Prix**.

The text states: ""Massa ayaa kasoo gaaray dhaawac khatara oo dhanka madaxa ah shilkii Hungarian Grand Prix ee 2009 kii."" This translates to ""Massa sustained a serious head injury in the Hungarian Grand Prix of 2009.""
"
"Sida ku muuqata ama ku cad tuduca, sidee dib u habaynta u saamayni doontaa AOL?","The correct answer is **C: Tirada isticmaaleyaasha AOL waxa la tartami doona isticmaaleyaasha Yahoo iyo Microsoft**.

Here's why:

The passage states that AOL has successfully established itself in the IM market and is widely used in the US. However, it also mentions that the combined user base of Yahoo! and Microsoft could rival AOL's. This indicates that AOL will face competition from these larger players.

Let's look at why the other options are incorrect:

*   **A: Tirada isticmaalayaasha AOL waxay u badan tahay inay kordhi doonaan:** The passage doesn't explicitly state that AOL's user base will increase. It only highlights the potential for competition.
*   **B: AOL waxay noqon doontaa shirkadda kaliya ee horumarisay suuqa IM-ka:** The passage implies competition, so AOL won't be the only player.
*   **D: AOL mar dambe lgama sii isticmaali doono Wadanka Maraykanka:** There's no indication of AOL leaving the US market.

Therefore, option C accurately reflects the situation described in the passage: AOL will face competition from Yahoo and Microsoft.
"
Kuwa soo socda kee baa laga yaabaa inuu dhammaan doono kadib markii la sameeyay habaynta cusub?,"The correct answer is **C: Xornimada AOL ee aay u hormarinayso suuqa ballaaran ee u gaarka ah**.

Here's why:

* The passage states that AOL has successfully established a niche market for its private IM service, leading to widespread adoption in the US.
* The question asks what is likely to *end* after the new integration.
* The passage implies that the integration of Yahoo! and Microsoft into the market will threaten AOL's ability to maintain its unique, privately focused market position.  Therefore, AOL's independence in fostering this niche market is the most likely outcome to cease.

Let's look at why the other options are incorrect:

* **A: Horumarinta Ballaaran ee xaga internetka ee Wadanka Mareykanka (Broad growth of the internet in the USA):** The passage doesn't suggest the overall internet growth will end.
* **B: Isticmaalka suuqa IM-ka (Use of the IM market):** IM usage is likely to continue, even with increased competition.
* **D: Iskaashiga shirkadaha Yahoo iyo Microsoft (Collaboration between Yahoo and Microsoft):** The passage frames the integration as a threat *to* AOL, not a collaborative effort that ends.



"
Immisa qof ayaa lagu dilay weerarka oo aan ahayn askar boolis ah?,"The correct answer is **A: 19**.

The text states: ""...dabaa laba askari in ka badan labaatan qof oo kalena waa dhaawacay."" ( ...more than twenty people were killed and over twenty were injured.).  It also specifies that 9 of the killed were police officers. Therefore, the number of non-police casualties is more than 20, and the closest option is 19. 

I apologize for the initial error in my response.
"
Ayaa soo sheegtay qofka la tuhunsan yahay ee weerarka lagu eedeeyey?,"The correct answer is **A: Booliiska**

The text states: ""Booliska ayaa sheegay inay uga shakisan yihiin qof mitid ah oo ka tirsan Daesb (ISIL) inuu weerarka ka masuul ahaa."" (The police said they suspect a lone individual affiliated with Daesh (ISIL) was responsible for the attack.)
"
